id,funded_amount,loan_amount,activity,sector,country_code,country,region,currency,posted_time,disbursed_time,funded_time,term_in_months,repayment_interval,date,Gender,funded_year
816577,700.0,700.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-20,14.0,monthly,2014-12-17,male,2014
816671,1400.0,1400.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-20,14.0,monthly,2014-12-17,male,2014
816588,300.0,300.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-20,14.0,monthly,2014-12-17,male,2014
816562,1000.0,1000.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-20,14.0,monthly,2014-12-17,male,2014
816555,700.0,700.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-19,14.0,monthly,2014-12-17,female,2014
816537,1400.0,1400.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-19,14.0,monthly,2014-12-17,female,2014
816533,425.0,425.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-19,14.0,monthly,2014-12-17,male,2014
816567,700.0,700.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-20,14.0,monthly,2014-12-17,male,2014
816693,1400.0,1400.0,Cement,Construction,EG,Egypt,Baniswef,EGP,2014-12-17,2014-12-22,2014-12-20,14.0,monthly,2014-12-17,male,2014
817402,700.0,700.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-19,14.0,monthly,2014-12-18,male,2014
817394,1400.0,1400.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-20,14.0,monthly,2014-12-18,female,2014
817488,425.0,425.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-20,14.0,monthly,2014-12-18,male,2014
817412,425.0,425.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-20,14.0,monthly,2014-12-18,female,2014
817498,150.0,150.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-19,14.0,monthly,2014-12-18,male,2014
817405,150.0,150.0,Beauty Salon,Services,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-19,14.0,monthly,2014-12-18,female,2014
817390,700.0,700.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-18,2014-12-22,2014-12-20,14.0,monthly,2014-12-18,male,2014
818662,700.0,700.0,Catering,Food,EG,Egypt,Baniswef,EGP,2014-12-21,2014-12-22,2014-12-23,14.0,monthly,2014-12-21,male,2014
818659,700.0,700.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-21,2014-12-22,2014-12-23,14.0,monthly,2014-12-21,male,2014
818658,700.0,700.0,Electrical Goods,Retail,EG,Egypt,Baniswef,EGP,2014-12-21,2014-12-22,2014-12-23,14.0,monthly,2014-12-21,male,2014
818660,1000.0,1000.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-21,2014-12-22,2014-12-23,14.0,monthly,2014-12-21,male,2014
821867,1400.0,1400.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-05,2015-01-06,14.0,monthly,2014-12-29,male,2014
821890,850.0,850.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-05,2015-01-06,14.0,monthly,2014-12-29,male,2014
821891,700.0,700.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-05,2015-01-05,14.0,monthly,2014-12-29,male,2014
821905,700.0,700.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-05,2015-01-06,14.0,monthly,2014-12-29,male,2014
821870,700.0,700.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-29,2014-12-05,2015-01-05,15.0,monthly,2014-12-29,female,2014
821853,425.0,425.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-10,2015-01-05,14.0,monthly,2014-12-29,female,2014
821852,700.0,700.0,Construction,Construction,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-05,2015-01-05,14.0,monthly,2014-12-29,male,2014
821860,575.0,575.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-10,2015-01-05,14.0,monthly,2014-12-29,female,2014
821846,425.0,425.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-05,2015-01-06,14.0,monthly,2014-12-29,male,2014
821877,700.0,700.0,Tailoring,Services,EG,Egypt,Baniswef,EGP,2014-12-29,2015-01-10,2015-01-05,14.0,monthly,2014-12-29,male,2014
823679,700.0,700.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-01-04,2015-01-10,2015-01-05,14.0,monthly,2015-01-04,female,2015
823682,850.0,850.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-01-04,2015-01-10,2015-01-05,14.0,monthly,2015-01-04,female,2015
823683,425.0,425.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2015-01-04,2015-01-05,2015-01-05,14.0,monthly,2015-01-04,female,2015
832506,950.0,950.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-01-26,2015-02-01,2015-01-26,14.0,monthly,2015-01-26,female,2015
832511,1100.0,1100.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-01-26,2015-02-01,2015-01-27,14.0,monthly,2015-01-26,male,2015
832509,1625.0,1625.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-01-26,2015-02-01,2015-01-27,14.0,monthly,2015-01-26,male,2015
832504,700.0,700.0,Photography,Services,EG,Egypt,Baniswef,EGP,2015-01-26,2015-02-01,2015-01-26,14.0,monthly,2015-01-26,male,2015
832518,1375.0,1375.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-01-26,2015-02-01,2015-01-27,14.0,monthly,2015-01-26,male,2015
833019,2025.0,2025.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-01-27,2015-02-01,2015-01-28,14.0,monthly,2015-01-27,female,2015
833020,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-01-27,2015-02-01,2015-01-28,14.0,monthly,2015-01-27,male,2015
833565,675.0,675.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-01-28,2015-02-01,2015-01-29,14.0,monthly,2015-01-28,male,2015
833573,1350.0,1350.0,Clothing,Clothing,EG,Egypt,Baniswef,EGP,2015-01-28,2015-02-01,2015-01-29,14.0,monthly,2015-01-28,male,2015
833568,675.0,675.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-01-28,2015-02-01,2015-01-29,14.0,monthly,2015-01-28,female,2015
845844,675.0,675.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-02-24,2015-02-10,2015-02-28,14.0,monthly,2015-02-24,female,2015
845810,1050.0,1050.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-02-24,2015-02-10,2015-02-28,14.0,monthly,2015-02-24,male,2015
845825,675.0,675.0,Beauty Salon,Services,EG,Egypt,Baniswef,EGP,2015-02-24,2015-02-10,2015-02-28,14.0,monthly,2015-02-24,female,2015
845860,675.0,675.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-02-24,2015-02-10,2015-03-01,14.0,monthly,2015-02-24,female,2015
845793,675.0,675.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-02-24,2015-02-10,2015-02-28,14.0,monthly,2015-02-24,male,2015
854502,675.0,675.0,Plastics Sales,Retail,EG,Egypt,Baniswef,EGP,2015-03-12,2015-03-09,2015-03-18,14.0,monthly,2015-03-12,female,2015
854511,350.0,350.0,Pharmacy,Health,EG,Egypt,Minia,EGP,2015-03-12,2015-03-03,2015-03-18,14.0,monthly,2015-03-12,female,2015
860171,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860210,525.0,525.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860197,675.0,675.0,Bakery,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860220,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860195,150.0,150.0,Retail,Retail,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860224,150.0,150.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-04-01,14.0,monthly,2015-03-23,female,2015
860205,400.0,400.0,Internet Cafe,Services,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860201,150.0,150.0,Fruits & Vegetables,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860182,400.0,400.0,Cafe,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860176,400.0,400.0,Fruits & Vegetables,Food,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
860162,675.0,675.0,Sewing,Services,EG,Egypt,Minia,EGP,2015-03-23,2015-03-03,2015-03-29,14.0,monthly,2015-03-23,female,2015
865212,275.0,275.0,Farm Supplies,Agriculture,EG,Egypt,Minia,EGP,2015-04-01,2015-03-03,2015-04-08,14.0,monthly,2015-04-01,female,2015
871806,925.0,925.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-04-19,2015-04-08,2015-04-23,14.0,monthly,2015-04-19,female,2015
871807,675.0,675.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-04-19,2015-04-08,2015-04-24,14.0,monthly,2015-04-19,male,2015
871809,400.0,400.0,Food,Food,EG,Egypt,Baniswef,EGP,2015-04-19,2015-04-08,2015-04-23,14.0,monthly,2015-04-19,male,2015
871808,1975.0,1975.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2015-04-19,2015-04-08,2015-04-24,14.0,monthly,2015-04-19,male,2015
879258,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-06,14.0,monthly,2015-05-03,female,2015
879255,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-03,2015-04-08,2015-05-06,14.0,monthly,2015-05-03,female,2015
879268,675.0,675.0,Bakery,Food,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-06,14.0,monthly,2015-05-03,male,2015
879262,675.0,675.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-06,14.0,monthly,2015-05-03,male,2015
879256,675.0,675.0,Restaurant,Food,EG,Egypt,Baniswef,EGP,2015-05-03,2015-04-08,2015-05-06,14.0,monthly,2015-05-03,female,2015
879248,150.0,150.0,Cafe,Food,EG,Egypt,Baniswef,EGP,2015-05-03,2015-04-08,2015-05-05,14.0,monthly,2015-05-03,male,2015
879251,1325.0,1325.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-05-03,2015-04-08,2015-05-07,14.0,monthly,2015-05-03,female,2015
879259,675.0,675.0,Cafe,Food,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-06,14.0,monthly,2015-05-03,male,2015
879265,675.0,675.0,Wholesale,Wholesale,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-06,14.0,monthly,2015-05-03,male,2015
879269,675.0,675.0,Home Products Sales,Retail,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-07,14.0,monthly,2015-05-03,male,2015
879266,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-05-03,2015-05-05,2015-05-06,14.0,monthly,2015-05-03,female,2015
879414,675.0,675.0,Cafe,Food,EG,Egypt,Baniswef,EGP,2015-05-04,2015-05-05,2015-05-06,14.0,monthly,2015-05-04,male,2015
879467,675.0,675.0,Blacksmith,Manufacturing,EG,Egypt,Minia,EGP,2015-05-04,2015-05-05,2015-05-06,14.0,monthly,2015-05-04,male,2015
879445,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-04,2015-05-05,2015-05-06,14.0,monthly,2015-05-04,female,2015
881638,675.0,675.0,Butcher Shop,Food,EG,Egypt,Minia,EGP,2015-05-07,2015-05-06,2015-05-10,14.0,monthly,2015-05-07,male,2015
881641,400.0,400.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2015-05-07,2015-05-06,2015-05-09,14.0,monthly,2015-05-07,female,2015
882561,675.0,675.0,Livestock,Agriculture,EG,Egypt,Minia,EGP,2015-05-10,2015-05-06,2015-05-13,14.0,monthly,2015-05-10,female,2015
882558,275.0,275.0,Retail,Retail,EG,Egypt,Minia,EGP,2015-05-10,2015-05-06,2015-05-12,14.0,monthly,2015-05-10,male,2015
882565,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-17,14.0,monthly,2015-05-10,male,2015
882563,675.0,675.0,Electrical Goods,Retail,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-06,2015-05-14,14.0,monthly,2015-05-10,male,2015
882583,675.0,675.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-11,14.0,monthly,2015-05-10,female,2015
882560,675.0,675.0,Phone Accessories,Retail,EG,Egypt,Minia,EGP,2015-05-10,2015-05-06,2015-05-14,14.0,monthly,2015-05-10,female,2015
882573,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-13,14.0,monthly,2015-05-10,male,2015
882577,675.0,675.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-12,14.0,monthly,2015-05-10,female,2015
882559,525.0,525.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2015-05-10,2015-05-06,2015-05-12,14.0,monthly,2015-05-10,female,2015
882581,675.0,675.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-16,14.0,monthly,2015-05-10,male,2015
882585,675.0,675.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-17,14.0,monthly,2015-05-10,male,2015
882570,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-14,14.0,monthly,2015-05-10,female,2015
882567,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-10,2015-05-05,2015-05-14,14.0,monthly,2015-05-10,female,2015
883213,675.0,675.0,Restaurant,Food,EG,Egypt,Baniswef,EGP,2015-05-11,2015-05-05,2015-05-13,14.0,monthly,2015-05-11,female,2015
883225,675.0,675.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-05-11,2015-05-05,2015-05-13,14.0,monthly,2015-05-11,female,2015
883144,675.0,675.0,Auto Repair,Services,EG,Egypt,Baniswef,EGP,2015-05-11,2015-05-05,2015-05-17,14.0,monthly,2015-05-11,male,2015
883978,275.0,275.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-12,2015-05-06,2015-05-14,14.0,monthly,2015-05-12,female,2015
883960,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-12,2015-05-06,2015-05-16,14.0,monthly,2015-05-12,female,2015
883930,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-12,2015-05-06,2015-05-15,14.0,monthly,2015-05-12,female,2015
883950,400.0,400.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2015-05-12,2015-05-06,2015-05-14,14.0,monthly,2015-05-12,female,2015
884571,675.0,675.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-13,2015-05-06,2015-05-16,14.0,monthly,2015-05-13,female,2015
884610,675.0,675.0,Restaurant,Food,EG,Egypt,Minia,EGP,2015-05-13,2015-05-06,2015-05-16,14.0,monthly,2015-05-13,female,2015
884616,675.0,675.0,Construction,Construction,EG,Egypt,Minia,EGP,2015-05-13,2015-05-06,2015-05-17,14.0,monthly,2015-05-13,male,2015
884517,675.0,675.0,Cattle,Agriculture,EG,Egypt,Minia,EGP,2015-05-13,2015-05-06,2015-05-17,14.0,monthly,2015-05-13,male,2015
884596,675.0,675.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-13,2015-05-06,2015-05-17,14.0,monthly,2015-05-13,male,2015
884557,400.0,400.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-13,2015-05-06,2015-05-17,14.0,monthly,2015-05-13,female,2015
887051,675.0,675.0,Food Stall,Food,EG,Egypt,Minia,EGP,2015-05-18,2015-05-06,2015-05-20,14.0,monthly,2015-05-18,male,2015
887134,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2015-05-18,2015-05-06,2015-05-20,14.0,monthly,2015-05-18,female,2015
887075,275.0,275.0,Poultry,Agriculture,EG,Egypt,Minia,EGP,2015-05-18,2015-05-06,2015-05-20,14.0,monthly,2015-05-18,female,2015
887113,675.0,675.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-18,2015-05-06,2015-05-20,14.0,monthly,2015-05-18,male,2015
887071,400.0,400.0,Sewing,Services,EG,Egypt,Minia,EGP,2015-05-18,2015-05-06,2015-05-20,14.0,monthly,2015-05-18,female,2015
887980,675.0,675.0,Grocery Store,Food,EG,Egypt,Minia,EGP,2015-05-19,2015-05-06,2015-05-22,14.0,monthly,2015-05-19,male,2015
887976,675.0,675.0,General Store,Retail,EG,Egypt,Minia,EGP,2015-05-19,2015-05-06,2015-05-22,14.0,monthly,2015-05-19,male,2015
887970,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Minia,EGP,2015-05-19,2015-05-06,2015-05-22,14.0,monthly,2015-05-19,female,2015
889588,550.0,550.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-05-21,2015-05-19,2015-05-25,14.0,monthly,2015-05-21,male,2015
889586,675.0,675.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-05-21,2015-05-19,2015-05-25,14.0,monthly,2015-05-21,female,2015
889578,675.0,675.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-05-21,2015-05-19,2015-05-25,14.0,monthly,2015-05-21,female,2015
889581,675.0,675.0,Poultry,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-21,2015-05-19,2015-05-25,14.0,monthly,2015-05-21,male,2015
889575,675.0,675.0,Livestock,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-21,2015-05-19,2015-05-25,14.0,monthly,2015-05-21,female,2015
890782,400.0,400.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-27,14.0,monthly,2015-05-24,male,2015
890786,675.0,675.0,Clothing Sales,Clothing,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-27,14.0,monthly,2015-05-24,female,2015
890783,1075.0,1075.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-27,14.0,monthly,2015-05-24,female,2015
890784,400.0,400.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-27,14.0,monthly,2015-05-24,female,2015
890779,1075.0,1075.0,Utilities,Services,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-29,14.0,monthly,2015-05-24,male,2015
890774,400.0,400.0,Fruits & Vegetables,Food,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-26,14.0,monthly,2015-05-24,male,2015
890781,675.0,675.0,Services,Services,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-29,14.0,monthly,2015-05-24,male,2015
890788,675.0,675.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-05-24,2015-05-19,2015-05-27,14.0,monthly,2015-05-24,male,2015
891322,675.0,675.0,Blacksmith,Manufacturing,EG,Egypt,Baniswef,EGP,2015-05-25,2015-05-19,2015-05-28,14.0,monthly,2015-05-25,male,2015
891334,1975.0,1975.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-25,2015-05-19,2015-05-29,14.0,monthly,2015-05-25,male,2015
891328,1325.0,1325.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-05-25,2015-05-19,2015-05-29,14.0,monthly,2015-05-25,female,2015
891318,800.0,800.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-05-25,2015-05-19,2015-05-29,14.0,monthly,2015-05-25,male,2015
892171,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-05-26,2015-05-19,2015-05-29,14.0,monthly,2015-05-26,male,2015
892884,400.0,400.0,Carpentry,Construction,EG,Egypt,Baniswef,EGP,2015-05-27,2015-06-03,2015-05-31,14.0,monthly,2015-05-27,male,2015
892894,675.0,675.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-05-27,2015-06-03,2015-05-31,14.0,monthly,2015-05-27,male,2015
897035,1325.0,1325.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-17,14.0,monthly,2015-06-04,male,2015
897043,525.0,525.0,Clothing,Clothing,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-09,14.0,monthly,2015-06-04,female,2015
896943,1325.0,1325.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-11,14.0,monthly,2015-06-04,female,2015
896976,1325.0,1325.0,Cement,Construction,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-16,14.0,monthly,2015-06-04,male,2015
897019,675.0,675.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-16,14.0,monthly,2015-06-04,male,2015
896924,1325.0,1325.0,Cattle,Agriculture,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-14,14.0,monthly,2015-06-04,male,2015
896993,525.0,525.0,Dairy,Agriculture,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-14,14.0,monthly,2015-06-04,male,2015
897032,675.0,675.0,Food,Food,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-09,14.0,monthly,2015-06-04,female,2015
897023,675.0,675.0,Grocery Store,Food,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-11,14.0,monthly,2015-06-04,female,2015
896961,675.0,675.0,Retail,Retail,EG,Egypt,Baniswef,EGP,2015-06-04,2015-06-03,2015-06-11,14.0,monthly,2015-06-04,male,2015
